data,run,cell_cluster,module,name,genes,ortholog_ensg,ortholog_name,pkMs,gene_loadings
dmb,ds4_mcs20_pF,HPF,turquoise1,HPF__37,ENSMUSG00000117925,NA,NA,0.364575060844619,0.0577507327914849
dmb,ds4_mcs20_pF,HPF,turquoise1,HPF__37,ENSMUSG00000104430,NA,NA,0.35526834300911603,0.0562764965295784
dmb,ds4_mcs20_pF,HPF,turquoise1,HPF__37,ENSMUSG00000055027,ENSG00000115593,SMYD1,0.339604430588716,0.053795245018397
dmb,ds4_mcs20_pF,HPF,turquoise1,HPF__37,ENSMUSG00000027801,ENSG00000169903,TM4SF4,0.314214714874692,0.0497733717601018
dmb,ds4_mcs20_pF,HPF,turquoise1,HPF__37,ENSMUSG00000104489,NA,NA,0.30912924719934,0.0489678051803181
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000020173,ENSG00000106078,COBL,0.984839262302233,-0.127142415534344
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000089809,ENSG00000138670,RASGEF1B,0.966060418044355,-0.124718073094636
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000039735,ENSG00000137942,FNBP1L,0.961570748002367,-0.124138458211334
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000086584,NA,NA,0.953773483649483,-0.123131834021648
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000056004,ENSG00000164659,ELAPOR2,0.941938980179554,-0.121604003627987
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000027716,ENSG00000138741,TRPC3,0.941337064761167,-0.121526296551136
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000029516,ENSG00000122966,CIT,0.939057703961526,-0.121232031843144
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000022770,ENSG00000075711,DLG1,0.937240678588348,-0.120997454482273
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000048915,ENSG00000184349,EFNA5,0.935140661321754,-0.120726342963715
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000062991,ENSG00000157168,NRG1,0.932522259287176,-0.12038830814701
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000063239,ENSG00000124493,GRM4,0.932201041369995,-0.120346839022589
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000078185,ENSG00000203668,CHML,0.931920598064804,-0.120310633886779
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000030092,ENSG00000134115,CNTN6,0.929984105651785,-0.120060633371487
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000030123,ENSG00000004399,PLXND1,0.929323574117582,-0.119975358973918
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000026312,ENSG00000081138,CDH7,0.925792133852106,-0.119519451230538
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000026525,ENSG00000054277,OPN3,0.922333436607191,-0.1190729345865
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000036815,ENSG00000175497,DPP10,0.920699942649806,-0.118862051069308
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000032908,ENSG00000163082,SGPP2,0.920423771225367,-0.118826397431858
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000059895,ENSG00000184489,PTP4A3,0.917843846360974,-0.118493330004805
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000042529,ENSG00000184185,KCNJ12,0.914367268265938,-0.118044504949066
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000026123,ENSG00000115762,PLEKHB2,0.911369768302687,-0.11765752871804
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000121179,NA,NA,0.910803191285264,-0.117584383816797
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000038530,ENSG00000117152,RGS4,0.909544675297339,-0.117421909828586
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000003974,ENSG00000198822,GRM3,0.908405008257483,-0.117274779199357
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000032890,ENSG00000117016,RIMS3,0.908341077794124,-0.117266525798168
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000062151,ENSG00000137766,UNC13C,0.903088133390033,-0.116588372452979
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000064293,ENSG00000144619,CNTN4,0.901828183976312,-0.116425713409983
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000039661,ENSG00000133878,DUSP26,0.897767894313641,-0.115901531388366
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000043531,ENSG00000108018,SORCS1,0.896715891632856,-0.115765718198231
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000019820,ENSG00000152818,UTRN,0.895839091831583,-0.115652523640559
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000036273,ENSG00000188906,LRRK2,0.895079408939803,-0.115554448836276
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000006576,ENSG00000114923,SLC4A3,0.892569274308878,-0.115230391304749
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000062184,ENSG00000171004,HS6ST2,0.891409167670485,-0.115080621930265
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000022900,ENSG00000145103,ILDR1,0.891383048127961,-0.115077249906163
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000027180,ENSG00000110429,FBXO3,0.886072607650643,-0.114391673837374
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000073678,ENSG00000197121,PGAP1,0.886058433432359,-0.11438984395059
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000017417,ENSG00000161381,PLXDC1,0.884493604050324,-0.114187825006843
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000019312,ENSG00000141738,GRB7,0.883499022013216,-0.114059424802378
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000039252,ENSG00000153012,LGI2,0.880271138361898,-0.113642706115175
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000058571,ENSG00000183098,GPC6,0.874355444162432,-0.11287899199565
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000028559,ENSG00000117859,OSBPL9,0.872122460846512,-0.112590714605114
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000027298,ENSG00000092445,TYRO3,0.868895156630754,-0.112174070722846
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000043067,ENSG00000173852,DPY19L1,0.865207574525039,-0.111698005120723
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000033278,ENSG00000173482,PTPRM,0.863563968443992,-0.111485816131788
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000058070,ENSG00000066629,EML1,0.863308783809252,-0.111452871881787
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000035629,ENSG00000145016,RUBCN,0.861333789596501,-0.111197900797178
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000036918,ENSG00000068724,TTC7A,0.860638101400537,-0.111108087686471
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000045613,ENSG00000181072,CHRM2,0.855028790639419,-0.110383927565169
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000047606,ENSG00000235711,ANKRD34C,0.849675036508893,-0.109692759718407
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000046818,ENSG00000145358,DDIT4L,0.849419994888231,-0.109659833931475
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000023079,ENSG00000006704,GTF2IRD1,0.837020999224077,-0.10805912778654
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000034684,ENSG00000001617,SEMA3F,0.828741458303411,-0.106990241855137
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000024525,ENSG00000141401,IMPA2,0.821779368134106,-0.106091438369963
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000033590,ENSG00000128833,MYO5C,0.814862917774683,-0.105198526968802
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000022419,ENSG00000155792,DEPTOR,0.808121516964727,-0.104328214405248
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000025175,ENSG00000167363,FN3K,0.806373186585665,-0.104102505544873
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000026437,ENSG00000117266,CDK18,0.801349604837283,-0.10345396284093
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000026203,ENSG00000135924,DNAJB2,0.800241468473044,-0.103310902811254
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000107666,NA,NA,0.710061389621953,-0.0916686851447869
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000033233,ENSG00000134253,TRIM45,0.681926853446917,-0.0880365260441533
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000085905,NA,NA,0.662027871198737,-0.085467574168906
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000110447,NA,NA,0.660688401041877,-0.0852946490248766
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000038305,ENSG00000196141,SPATS2L,0.642428372135831,-0.0829372854715446
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000028556,ENSG00000116641,DOCK7,0.634699939670518,-0.0819395474552546
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000097792,NA,NA,0.63428954940696,-0.0818865662110884
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00002076778,NA,NA,0.604824446745236,-0.0780826314272319
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000083674,NA,NA,0.602357275199366,-0.0777641204154489
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000039095,ENSG00000164778,EN2,0.601524424160488,-0.0776565996281322
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000035184,ENSG00000150510,FAM124A,0.599357499415358,-0.0773768503767334
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000113109,NA,NA,0.58849675646396,-0.0759747321365343
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000110716,NA,NA,0.576333130400476,-0.0744044121274064
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000120528,NA,NA,0.572662822115313,-0.0739305765696724
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000015126,ENSG00000007520,TSR3,0.565463050109983,-0.0730010884398895
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00002076462,NA,NA,0.560073565844425,-0.0723053078447844
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000051316,ENSG00000178913,TAF7,0.558929809533687,-0.0721576492920681
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000116910,NA,NA,0.556806136504965,-0.0718834838226231
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000025404,ENSG00000179912,R3HDM2,0.544103634423131,-0.0702435951018597
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000120805,NA,NA,0.54074024783092,-0.0698093830308362
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000120402,NA,NA,0.54062655479612,-0.0697947052985125
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000076376,NA,NA,0.540059645844667,-0.0697215175446985
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000080575,NA,NA,0.539073453565654,-0.0695942004551647
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000023571,ENSG00000184163,C1QTNF12,0.537146492838889,-0.0693454304773431
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000112926,NA,NA,0.533727999209177,-0.0689041041064241
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000029096,ENSG00000170801,HTRA3,0.529827114015313,-0.0684005011477944
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000054612,ENSG00000170430,MGMT,0.523422840801787,-0.0675737116428694
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000022464,ENSG00000139209,SLC38A4,0.522556720916385,-0.0674618958587231
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000118245,NA,NA,0.502089137465273,-0.0648195377605684
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000028369,ENSG00000165124,SVEP1,0.500546905000505,-0.0646204360711945
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000104779,NA,NA,0.498927591564525,-0.0644113832545181
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000084756,NA,NA,0.492636079638777,-0.0635991511936916
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000020773,ENSG00000132481,TRIM47,0.491871991736871,-0.0635005077040913
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000015944,ENSG00000274070,CASTOR2,0.484222405992996,-0.0625129487728604
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000095463,ENSG00000197217,ENTPD4,0.483093501441615,-0.0623672075772516
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000107476,NA,NA,0.479534845952925,-0.0619077863577637
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000091123,NA,NA,0.471338589952566,-0.0608496524813913
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000044201,ENSG00000158402,CDC25C,0.465076504703801,-0.0600412193946065
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000022762,ENSG00000154654,NCAM2,0.462770594108656,-0.059743527116998
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000025727,ENSG00000161992,PRR35,0.454759528930541,-0.0587093013131165
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000005883,ENSG00000054796,SPO11,0.439760284605438,-0.0567729039458696
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000109106,NA,NA,0.436453088458283,-0.0563459460422904
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000065749,ENSG00000201036,NA,0.434229061800958,-0.0560588249533484
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000110541,NA,NA,0.422026237088372,-0.0544834444118849
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000111462,NA,NA,0.412104962367002,-0.0532026112023047
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000097592,NA,NA,0.335923508829502,-0.0433676113272667
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000084093,NA,NA,0.327091219538384,-0.0422273657682648
dmb,ds4_mcs20_pF,HPF,plum,HPF__26,ENSMUSG00000083465,NA,NA,0.319664309769023,-0.0412685542299993
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000104866,NA,NA,0.858906787840804,-0.193567617344037
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000120757,NA,NA,0.783050043479462,-0.176472154281726
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000091549,NA,NA,0.773943450325144,-0.174419845970793
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000059434,ENSG00000084734,GCKR,0.768449930011351,-0.173181798195382
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000095651,NA,NA,0.765037103719091,-0.172412666243982
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000097416,NA,NA,0.753415338299665,-0.169793525874601
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000099811,NA,NA,0.752127144680516,-0.169503211985986
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000104713,ENSG00000183347,GBP6,0.744134458072998,-0.167701939339527
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000031023,ENSG00000166452,AKIP1,0.744020248678243,-0.16767620052743
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000099313,NA,NA,0.739945964857572,-0.166757999131522
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000061540,ENSG00000228278,ORM2,0.737094913415361,-0.166115471627482
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000117692,NA,NA,0.727297679299925,-0.1639075169447
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000103277,NA,NA,0.72243189734759,-0.16281093949024
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000057777,ENSG00000181541,MAB21L2,0.721249711269182,-0.16254451600204
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000074731,NA,NA,0.715077652028977,-0.161153549231087
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000079017,NA,NA,0.713052895726045,-0.16069723981683
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000120819,NA,NA,0.712824943265151,-0.160645867286833
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000074681,ENSG00000125903,DEFB129,0.710309645940688,-0.160079007044371
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000114566,NA,NA,0.710178632332239,-0.160049481148911
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000109921,NA,NA,0.70937612573626,-0.159868624166657
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000109115,NA,NA,0.693013385183918,-0.156181033444621
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000020804,ENSG00000129673,AANAT,0.664302891387631,-0.149710690031818
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000015812,ENSG00000147437,GNRH1,0.659612343286431,-0.148653604172397
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000085342,NA,NA,0.659081248989961,-0.148533914051178
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000101210,NA,NA,0.651982574902114,-0.146934120628959
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000112566,NA,NA,0.64460196556161,-0.145270788839278
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000032363,ENSG00000136378,ADAMTS7,0.640569704335077,-0.144362057869657
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000114646,NA,NA,0.632570952857089,-0.142559418413036
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000113431,NA,NA,0.631133367221035,-0.142235436777033
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000106617,NA,NA,0.623737692211055,-0.140568709711187
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000089694,ENSG00000144035,NAT8,0.613640997455986,-0.138293267050289
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000027997,ENSG00000138794,CASP6,0.60459547783628,-0.136254722582818
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000029201,ENSG00000109814,UGDH,0.586822625138022,-0.132249341790734
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000112670,NA,NA,0.584737112175867,-0.131779339945669
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000030769,ENSG00000158865,SLC5A11,0.581664646580615,-0.13108691341806
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000073985,NA,NA,0.575066194779931,-0.129599852643481
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000103010,NA,NA,0.563622629757471,-0.127020872425048
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000039648,ENSG00000171097,KYAT1,0.56168847887004,-0.126584982309655
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000119326,ENSG00000206727,SNORD116-9,0.561154737439792,-0.126464695616857
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000120191,NA,NA,0.556010890592867,-0.125305452038581
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000114681,NA,NA,0.534047823408621,-0.120355743124173
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000086158,ENSG00000261652,PIERCE2,0.531461917743024,-0.119772970225586
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000080935,NA,NA,0.495330692857911,-0.111630252981128
dmb,ds4_mcs20_pF,HPF,cadetblue4,HPF__04,ENSMUSG00000020334,ENSG00000197208,SLC22A4,0.473086540163567,-0.106617197201577
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000103949,NA,NA,0.838811174392598,-0.177801186969666
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000097790,NA,NA,0.807458403096667,-0.171155400502596
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000109678,NA,NA,0.793905405832985,-0.168282597809875
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000085304,NA,NA,0.793532302924491,-0.168203511905899
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000084198,NA,NA,0.789243253325927,-0.167294370334021
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000087677,NA,NA,0.783875190854373,-0.166156512484356
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000035626,ENSG00000221977,OR4E2,0.783115359464181,-0.165995452489929
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000109903,NA,NA,0.779577964494239,-0.165245637700096
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000118171,NA,NA,0.774922387446812,-0.164258804011739
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000071909,ENSG00000130950,NUTM2F,0.773426551676952,-0.163941734588355
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000106609,NA,NA,0.759510273718301,-0.160991927987317
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000079516,ENSG00000172023,REG1B,0.742341099010777,-0.157352611135705
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000113346,NA,NA,0.735871485723567,-0.15598125968401
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000110460,NA,NA,0.735270401353941,-0.155853848989386
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000116550,NA,NA,0.726014082138718,-0.153891804856356
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000100955,NA,NA,0.723672668746061,-0.153395499974983
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000106135,NA,NA,0.722782547585887,-0.15320682270928
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000117189,NA,NA,0.714939135837949,-0.151544269847266
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000109275,NA,NA,0.700134397341525,-0.148406137979453
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000115121,NA,NA,0.693169660648345,-0.146929836174252
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000024125,ENSG00000162078,ZG16B,0.691548345043822,-0.146586169032305
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000101112,NA,NA,0.688640530280896,-0.145969805144794
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000116686,NA,NA,0.679780696555573,-0.144091803276427
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000084788,NA,NA,0.675340310179802,-0.14315058313974
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000107407,NA,NA,0.668460022430607,-0.141692181814334
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000117415,NA,NA,0.667865542197954,-0.141566170985887
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00002076713,NA,NA,0.665885057871931,-0.141146371542709
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000095024,NA,NA,0.652768000081844,-0.138365974099487
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000115200,NA,NA,0.652304158517748,-0.138267654497675
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000086766,NA,NA,0.643734217564803,-0.136451100641204
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000111827,NA,NA,0.642174746857299,-0.136120542642809
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000118523,NA,NA,0.636576168590205,-0.134933822804518
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000043068,ENSG00000182118,FAM89A,0.631339184279595,-0.133823749339841
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000119433,NA,NA,0.629698317616155,-0.13347593799764
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000031327,ENSG00000204116,CHIC1,0.6258125585337,-0.132652281138706
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000117074,NA,NA,0.624134602582196,-0.132296608051642
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000080907,NA,NA,0.619078985327402,-0.131224978612016
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000110311,NA,NA,0.604073131205209,-0.128044216652864
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000077086,NA,NA,0.601512631746545,-0.127501472520592
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000050468,ENSG00000188886,ASTL,0.600492069053773,-0.127285145814783
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000099714,NA,NA,0.593571824489445,-0.125818274920331
dmb,ds4_mcs20_pF,HPF,mediumblue,HPF__18,ENSMUSG00000028357,ENSG00000136883,KIF12,0.570680246419802,-0.120965991263835
